"date","preparation","days_until_race","distance","duration","pace","speed","speed_ma7","dist_ma7","dist_ma14","dist_ma42","N","N2"
2014-08-19,"Munich 2014",-54,14.05,60.33,4.29395017793594,13.9731476877176,13.3950347493512,4.22375,5.952,7.21258064516129,71,223.59
2014-08-20,"Munich 2014",-53,8.48,37.07,4.37146226415094,13.725384407877,13.4522905401527,5.28375,5.95533333333333,7.2521875,71,232.07
2014-08-21,"Munich 2014",-52,10.06,46.33,4.60536779324056,13.0282754154975,13.4904735809217,6.54125,5.792,7.33727272727273,71,242.13
2014-08-22,"Munich 2014",-51,0,,,,,6.54125,5.34133333333333,7.12147058823529,71,242.13
2014-08-23,"Munich 2014",-50,0,,,,,5.45625,5.34133333333333,6.918,71,242.13
2014-08-24,"Munich 2014",-49,30.3,137.47,4.53696369636964,13.2247035716884,13.5163218063307,9.24375,6.916,7.5675,71,272.43
2014-08-25,"Munich 2014",-48,0,,,,,7.86125,6.916,7.36297297297297,71,272.43
2014-08-26,"Munich 2014",-47,16.69,74.28,4.45056920311564,13.4814216478191,13.5282188227912,9.9475,6.62133333333333,7.60842105263158,71,289.12
2014-08-27,"Munich 2014",-46,0,,,,,8.19125,6.62133333333333,7.41333333333333,71,289.12
2014-08-28,"Munich 2014",-45,0,,,,,7.13125,6.62133333333333,7.228,71,289.12
2014-08-29,"Munich 2014",-44,15.4,65.1,4.22727272727273,14.1935483870968,13.5605129463109,7.79875,7.648,7.42731707317073,71,304.52
2014-08-30,"Munich 2014",-43,13.4,56.62,4.22537313432836,14.1999293535853,13.6169895318685,9.47375,7.96266666666667,7.56952380952381,71,317.92
2014-08-31,"Munich 2014",-42,0,,,,,9.47375,7.96266666666667,7.39348837209302,71,317.92
2014-09-01,"Munich 2014",-41,6.88,29.93,4.35029069767442,13.792181757434,13.6495036438129,6.54625,7.684,7.55348837209302,71,324.8
2014-09-02,"Munich 2014",-40,12.37,56.15,4.5392077607114,13.2181656277827,13.5624914050811,8.0925,8.50866666666667,7.67093023255814,71,337.17
2014-09-03,"Munich 2014",-39,6.9,30.12,4.36521739130435,13.7450199203187,13.5614031380403,6.86875,8.032,7.54,71,344.07
2014-09-04,"Munich 2014",-38,0,,,,,6.86875,7.46666666666667,7.32837209302326,71,344.07
2014-09-05,"Munich 2014",-37,6.9,30.48,4.41739130434783,13.5826771653543,13.6120284198967,7.73125,7.256,7.29744186046512,71,350.97
2014-09-06,"Munich 2014",-36,0,,,,,5.80625,7.256,7.29744186046512,71,350.97
2014-09-07,"Munich 2014",-35,34.1,157.15,4.60850439882698,13.0194082087178,13.5368117446438,8.39375,9.52933333333333,7.5753488372093,71,385.07
2014-09-08,"Munich 2014",-34,0,,,,,8.39375,7.50933333333333,7.5753488372093,71,385.07
2014-09-09,"Munich 2014",-33,0,,,,,7.53375,7.50933333333333,7.33697674418605,71,385.07
2014-09-10,"Munich 2014",-32,0,,,,,5.9875,6.39666666666667,7.09255813953488,71,385.07
2014-09-11,"Munich 2014",-31,0,,,,,5.125,6.39666666666667,6.99488372093023,71,385.07
2014-09-12,"Munich 2014",-30,0,,,,,5.125,6.39666666666667,6.74302325581395,71,385.07
2014-09-13,"Munich 2014",-29,8.24,35.93,4.36043689320388,13.7600890620651,13.5633427534887,5.2925,5.91933333333333,6.68883720930233,71,393.31
2014-09-14,"Munich 2014",-28,0,,,,,5.2925,5.026,6.68883720930233,71,393.31
2014-09-15,"Munich 2014",-27,6.61,30.37,4.59455370650529,13.0589397431676,13.426662767579,1.85625,5.46666666666667,6.33604651162791,71,399.92
2014-09-16,"Munich 2014",-26,6.67,29.07,4.35832083958021,13.7667698658411,13.3353888541125,2.69,5.45266666666667,6.33209302325581,71,406.59
2014-09-17,"Munich 2014",-25,0,,,,,2.69,4.628,6.13604651162791,71,406.59
2014-09-18,"Munich 2014",-24,12.39,53.18,4.29217110573043,13.9789394509214,13.3866827245692,4.23875,4.994,6.13325581395349,71,418.98
2014-09-19,"Munich 2014",-23,0,,,,,4.23875,4.994,5.97604651162791,71,418.98
2014-09-20,"Munich 2014",-22,0,,,,,4.23875,4.534,5.97604651162791,71,418.98
2014-09-21,"Munich 2014",-21,29.07,131.48,4.52287581699346,13.2658959537572,13.3738155263345,6.8425,6.472,6.49674418604651,71,448.05
2014-09-22,"Munich 2014",-20,0,,,,,6.8425,4.19866666666667,6.49674418604651,71,448.05
2014-09-23,"Munich 2014",-19,6.93,29.67,4.28138528138528,14.0141557128413,13.3907323703883,6.8825,4.66066666666667,6.16697674418605,71,454.98
2014-09-24,"Munich 2014",-18,12.26,55.93,4.56199021207178,13.1521544788128,13.3541848169697,7.58125,5.478,6.45209302325581,71,467.24
2014-09-25,"Munich 2014",-17,0,,,,,7.58125,5.478,6.45209302325581,71,467.24
2014-09-26,"Munich 2014",-16,6.8,30.68,4.51176470588235,13.2985658409387,13.4782454363288,6.8825,5.93133333333333,6.61023255813954,71,474.04
2014-09-27,"Munich 2014",-15,0,,,,,6.8825,5.93133333333333,6.40837209302326,71,474.04
2014-09-28,"Munich 2014",-14,21.48,97,4.51582867783985,13.2865979381443,13.4152478848459,9.5675,6.814,6.90790697674419,71,495.52
